,Start,End,Attenuation
0,A,B,0.00596696114005
1,A,C,0.00359285725214
2,A,D,0.00596692041965
3,A,E,0.00231153498543
4,A,F,0.00625074918503
5,A,G,0.00588446252053
6,A,H,0.0101795479268
7,A,I,0.00407013440835
8,B,A,0.00596696114005
9,B,C,0.0500971829719
10,B,D,0.0244146801389
11,B,E,0.00403730681055
12,B,F,0.0126757486403
13,B,G,0.00311174916612
14,B,H,0.00617227910478
15,B,I,0.0030346691366
16,C,A,0.00359285725214
17,C,B,0.0500971829719
18,C,D,0.0265471422491
19,C,E,0.00568588582998
20,C,F,0.0130376232532
21,C,G,0.00281205981015
22,C,H,0.00514298353937
23,C,I,0.00300624335955
24,D,A,0.00596692041965
25,D,B,0.0244146801389
26,D,C,0.0265471422491
27,D,E,0.0104440302297
28,D,F,0.138723970737
29,D,G,0.0061788333958
30,D,H,0.0160563270357
31,D,I,0.00668717546012
32,E,A,0.00231153498543
33,E,B,0.00403730681055
34,E,C,0.00568588582998
35,E,D,0.0104440302297
36,E,F,0.013841793913
37,E,G,0.00567973845951
38,E,H,0.00731960290288
39,E,I,0.00926802640849
40,F,A,0.00625074918503
41,F,B,0.0126757486403
42,F,C,0.0130376232532
43,F,D,0.138723970737
44,F,E,0.013841793913
45,F,G,0.00965212799916
46,F,H,0.0312467978933
47,F,I,0.0109782684324
48,G,A,0.00588446252053
49,G,B,0.00311174916612
50,G,C,0.00281205981015
51,G,D,0.0061788333958
52,G,E,0.00567973845951
53,G,F,0.00965212799916
54,G,H,0.0368786281962
55,G,I,0.0821090741778
56,H,A,0.0101795479268
57,H,B,0.00617227910478
58,H,C,0.00514298353937
59,H,D,0.0160563270357
60,H,E,0.00731960290288
61,H,F,0.0312467978933
62,H,G,0.0368786281962
63,H,I,0.0250317575933
64,I,A,0.00407013440835
65,I,B,0.0030346691366
66,I,C,0.00300624335955
67,I,D,0.00668717546012
68,I,E,0.00926802640849
69,I,F,0.0109782684324
70,I,G,0.0821090741778
71,I,H,0.0250317575933
