,Start,End,Attenuation
0,A,B,0.00439153116725
1,A,C,0.0492714460769
2,A,D,0.00846388332147
3,A,E,0.00929268382566
4,A,F,0.147144373771
5,A,G,0.00197737458868
6,A,H,0.001806007431
7,B,A,0.00439153116725
8,B,C,0.00892184840795
9,B,D,0.0318973619846
10,B,E,0.0134373962261
11,B,F,0.00535593527854
12,B,G,0.00916064825498
13,B,H,0.0134473318402
14,C,A,0.0492714460769
15,C,B,0.00892184840795
16,C,D,0.02209035878
17,C,E,0.0194853818001
18,C,F,0.0808821581766
19,C,G,0.00292678052411
20,C,H,0.00275870764735
21,D,A,0.00846388332147
22,D,B,0.0318973619846
23,D,C,0.02209035878
24,D,E,0.0985888520313
25,D,F,0.00954793730426
26,D,G,0.00723500125795
27,D,H,0.00507148562095
28,E,A,0.00929268382566
29,E,B,0.0134373962261
30,E,C,0.0194853818001
31,E,D,0.0985888520313
32,E,F,0.00902762337494
33,E,G,0.00647218913941
34,E,H,0.00355228635357
35,F,A,0.147144373771
36,F,B,0.00535593527854
37,F,C,0.0808821581766
38,F,D,0.00954793730426
39,F,E,0.00902762337494
40,F,G,0.00206807708989
41,F,H,0.00209565648847
42,G,A,0.00197737458868
43,G,B,0.00916064825498
44,G,C,0.00292678052411
45,G,D,0.00723500125795
46,G,E,0.00647218913941
47,G,F,0.00206807708989
48,G,H,0.00774654378444
49,H,A,0.001806007431
50,H,B,0.0134473318402
51,H,C,0.00275870764735
52,H,D,0.00507148562095
53,H,E,0.00355228635357
54,H,F,0.00209565648847
55,H,G,0.00774654378444
