,Start,End,Attenuation
0,A,B,0.00457114431612
1,A,C,0.00255336729165
2,A,D,0.157679232315
3,A,E,0.00396196861951
4,A,F,0.0154770963682
5,B,A,0.00457114431612
6,B,C,0.0311836971973
7,B,D,0.00660607049237
8,B,E,0.00403519169731
9,B,F,0.0193266783624
10,C,A,0.00255336729165
11,C,B,0.0311836971973
12,C,D,0.00335217206709
13,C,E,0.00380144464423
14,C,F,0.00719772201541
15,D,A,0.157679232315
16,D,B,0.00660607049237
17,D,C,0.00335217206709
18,D,E,0.00473853628334
19,D,F,0.0326668162359
20,E,A,0.00396196861951
21,E,B,0.00403519169731
22,E,C,0.00380144464423
23,E,D,0.00473853628334
24,E,F,0.00675628949102
25,F,A,0.0154770963682
26,F,B,0.0193266783624
27,F,C,0.00719772201541
28,F,D,0.0326668162359
29,F,E,0.00675628949102
