,Start,End,Attenuation
0,A,B,0.00268611194232
1,A,C,0.0220957175386
2,A,D,0.00524927602025
3,A,E,0.0027483750688
4,A,F,0.00545690940847
5,A,G,0.00625720034075
6,A,H,0.00678934987692
7,A,I,0.0118467110959
8,B,A,0.00268611194232
9,B,C,0.00241210444651
10,B,D,0.00458006054315
11,B,E,0.00204527034817
12,B,F,0.00198521658902
13,B,G,0.0191569137225
14,B,H,0.0172266791318
15,B,I,0.00939490281577
16,C,A,0.0220957175386
17,C,B,0.00241210444651
18,C,D,0.0107814892245
19,C,E,0.00600970700675
20,C,F,0.021242123437
21,C,G,0.00427858879029
22,C,H,0.0045778177496
23,C,I,0.0067825435936
24,D,A,0.00524927602025
25,D,B,0.00458006054315
26,D,C,0.0107814892245
27,D,E,0.0162082102973
28,D,F,0.0151133680835
29,D,G,0.00567743740276
30,D,H,0.00596336522723
31,D,I,0.00699931720398
32,E,A,0.0027483750688
33,E,B,0.00204527034817
34,E,C,0.00600970700675
35,E,D,0.0162082102973
36,E,F,0.0218071352104
37,E,G,0.00224234660607
38,E,H,0.00231485266314
39,E,I,0.00260987661093
40,F,A,0.00545690940847
41,F,B,0.00198521658902
42,F,C,0.021242123437
43,F,D,0.0151133680835
44,F,E,0.0218071352104
45,F,G,0.00269636703738
46,F,H,0.00282512449042
47,F,I,0.00355031223679
48,G,A,0.00625720034075
49,G,B,0.0191569137225
50,G,C,0.00427858879029
51,G,D,0.00567743740276
52,G,E,0.00224234660607
53,G,F,0.00269636703738
54,G,H,3.69267581203
55,G,I,0.0833025023725
56,H,A,0.00678934987692
57,H,B,0.0172266791318
58,H,C,0.0045778177496
59,H,D,0.00596336522723
60,H,E,0.00231485266314
61,H,F,0.00282512449042
62,H,G,3.69267581203
63,H,I,0.114677655975
64,I,A,0.0118467110959
65,I,B,0.00939490281577
66,I,C,0.0067825435936
67,I,D,0.00699931720398
68,I,E,0.00260987661093
69,I,F,0.00355031223679
70,I,G,0.0833025023725
71,I,H,0.114677655975
