,Start,End,Attenuation
0,A,B,0.00676456104555
1,A,C,0.00444573338776
2,A,D,0.020248238978
3,A,E,0.0898106605608
4,A,F,0.0536134660908
5,A,G,0.00277015424383
6,A,H,0.115994293569
7,B,A,0.00676456104555
8,B,C,0.00555423957199
9,B,D,0.00397011694927
10,B,E,0.0116917982882
11,B,F,0.00725089800403
12,B,G,0.0211051631038
13,B,H,0.00499420916981
14,C,A,0.00444573338776
15,C,B,0.00555423957199
16,C,D,0.00712266172797
17,C,E,0.00445729668961
18,C,F,0.00839404065783
19,C,G,0.00383250255738
20,C,H,0.0031137280922
21,D,A,0.020248238978
22,D,B,0.00397011694927
23,D,C,0.00712266172797
24,D,E,0.0107524260949
25,D,F,0.0556246909147
26,D,G,0.00207025891443
27,D,H,0.0123763145142
28,E,A,0.0898106605608
29,E,B,0.0116917982882
30,E,C,0.00445729668961
31,E,D,0.0107524260949
32,E,F,0.028993828701
33,E,G,0.0038429608679
34,E,H,0.041588638852
35,F,A,0.0536134660908
36,F,B,0.00725089800403
37,F,C,0.00839404065783
38,F,D,0.0556246909147
39,F,E,0.028993828701
40,F,G,0.0030566727479
41,F,H,0.0196920812721
42,G,A,0.00277015424383
43,G,B,0.0211051631038
44,G,C,0.00383250255738
45,G,D,0.00207025891443
46,G,E,0.0038429608679
47,G,F,0.0030566727479
48,G,H,0.00226063537898
49,H,A,0.115994293569
50,H,B,0.00499420916981
51,H,C,0.0031137280922
52,H,D,0.0123763145142
53,H,E,0.041588638852
54,H,F,0.0196920812721
55,H,G,0.00226063537898
