,Start,End,Attenuation
0,A,B,0.0128459066109
1,A,C,0.00729003513473
2,A,D,0.00255465552462
3,A,E,0.038396849481
4,A,F,0.0373920970359
5,B,A,0.0128459066109
6,B,C,0.00237567139322
7,B,D,0.00156015744424
8,B,E,0.00654974481898
9,B,F,0.0200920909467
10,C,A,0.00729003513473
11,C,B,0.00237567139322
12,C,D,0.0029752896376
13,C,E,0.0110997508263
14,C,F,0.00438344994893
15,D,A,0.00255465552462
16,D,B,0.00156015744424
17,D,C,0.0029752896376
18,D,E,0.00195508832689
19,D,F,0.00161009206059
20,E,A,0.038396849481
21,E,B,0.00654974481898
22,E,C,0.0110997508263
23,E,D,0.00195508832689
24,E,F,0.0289878883612
25,F,A,0.0373920970359
26,F,B,0.0200920909467
27,F,C,0.00438344994893
28,F,D,0.00161009206059
29,F,E,0.0289878883612
