,Start,End,Attenuation
0,A,B,0.0222561471249
1,A,C,0.84363272587
2,A,D,0.00244802548206
3,A,E,0.0025592716801
4,A,F,0.0225294183776
5,A,G,0.0799564708253
6,A,H,0.00321830823291
7,A,I,0.00225446715227
8,B,A,0.0222561471249
9,B,C,0.0173310852458
10,B,D,0.00419626784995
11,B,E,0.00355148909553
12,B,F,0.0338626193913
13,B,G,0.0171054348278
14,B,H,0.00592114022096
15,B,I,0.00426536372325
16,C,A,0.84363272587
17,C,B,0.0173310852458
18,C,D,0.00220416176087
19,C,E,0.00230898673115
20,C,F,0.0167124172448
21,C,G,0.112664562835
22,C,H,0.00285477656295
23,C,I,0.00204218697938
24,D,A,0.00244802548206
25,D,B,0.00419626784995
26,D,C,0.00220416176087
27,D,E,0.0284876524059
28,D,F,0.00531600987697
29,D,G,0.00195945466999
30,D,H,0.149504480158
31,D,I,0.0554456316568
32,E,A,0.0025592716801
33,E,B,0.00355148909553
34,E,C,0.00230898673115
35,E,D,0.0284876524059
36,E,F,0.00576673085603
37,E,G,0.00192784151614
38,E,H,0.0295550868248
39,E,I,0.00970113742002
40,F,A,0.0225294183776
41,F,B,0.0338626193913
42,F,C,0.0167124172448
43,F,D,0.00531600987697
44,F,E,0.00576673085603
45,F,G,0.0108022131981
46,F,H,0.00806833785293
47,F,I,0.00438681782305
48,G,A,0.0799564708253
49,G,B,0.0171054348278
50,G,C,0.112664562835
51,G,D,0.00195945466999
52,G,E,0.00192784151614
53,G,F,0.0108022131981
54,G,H,0.00248926882613
55,G,I,0.00190858643409
56,H,A,0.00321830823291
57,H,B,0.00592114022096
58,H,C,0.00285477656295
59,H,D,0.149504480158
60,H,E,0.0295550868248
61,H,F,0.00806833785293
62,H,G,0.00248926882613
63,H,I,0.0359987817788
64,I,A,0.00225446715227
65,I,B,0.00426536372325
66,I,C,0.00204218697938
67,I,D,0.0554456316568
68,I,E,0.00970113742002
69,I,F,0.00438681782305
70,I,G,0.00190858643409
71,I,H,0.0359987817788
