,Start,End,Attenuation
0,A,B,0.00661018352691
1,A,C,0.00389493666604
2,A,D,0.0142241857612
3,A,E,0.0247917849489
4,A,F,0.0275322984504
5,A,G,0.00602516268329
6,B,A,0.00661018352691
7,B,C,0.038897897667
8,B,D,0.0637574429633
9,B,E,0.0192049171379
10,B,F,0.0139515614458
11,B,G,0.0019837701375
12,C,A,0.00389493666604
13,C,B,0.038897897667
14,C,D,0.0158664108376
15,C,E,0.00699236689429
16,C,F,0.00568599234266
17,C,G,0.00135147317067
18,D,A,0.0142241857612
19,D,B,0.0637574429633
20,D,C,0.0158664108376
21,D,E,0.0540788509971
22,D,F,0.0318062108636
23,D,G,0.0026760337552
24,E,A,0.0247917849489
25,E,B,0.0192049171379
26,E,C,0.00699236689429
27,E,D,0.0540788509971
28,E,F,0.576751309414
29,E,G,0.00429096921936
30,F,A,0.0275322984504
31,F,B,0.0139515614458
32,F,C,0.00568599234266
33,F,D,0.0318062108636
34,F,E,0.576751309414
35,F,G,0.00510999600671
36,G,A,0.00602516268329
37,G,B,0.0019837701375
38,G,C,0.00135147317067
39,G,D,0.0026760337552
40,G,E,0.00429096921936
41,G,F,0.00510999600671
