,Start,End,Attenuation
0,A,B,0.00329257928005
1,A,C,0.00252311650241
2,A,D,0.00260840879845
3,A,E,0.00484212994448
4,A,F,0.0058724019083
5,A,G,0.00262411152742
6,B,A,0.00329257928005
7,B,C,0.0462481793203
8,B,D,0.00234324166852
9,B,E,0.0491692310474
10,B,F,0.00326164833026
11,B,G,0.00273686137723
12,C,A,0.00252311650241
13,C,B,0.0462481793203
14,C,D,0.0029617499815
15,C,E,0.0326126800245
16,C,F,0.00359439679881
17,C,G,0.00361574042437
18,D,A,0.00260840879845
19,D,B,0.00234324166852
20,D,C,0.0029617499815
21,D,E,0.00368273460945
22,D,F,0.0234185607857
23,D,G,0.27640127906
24,E,A,0.00484212994448
25,E,B,0.0491692310474
26,E,C,0.0326126800245
27,E,D,0.00368273460945
28,E,F,0.00591282777737
29,E,G,0.00440995341657
30,F,A,0.0058724019083
31,F,B,0.00326164833026
32,F,C,0.00359439679881
33,F,D,0.0234185607857
34,F,E,0.00591282777737
35,F,G,0.022191685482
36,G,A,0.00262411152742
37,G,B,0.00273686137723
38,G,C,0.00361574042437
39,G,D,0.27640127906
40,G,E,0.00440995341657
41,G,F,0.022191685482
