,Start,End,Attenuation
0,A,B,0.00325758627814
1,A,C,0.0102923079474
2,A,D,0.116395584325
3,A,E,0.0411173041995
4,A,F,0.415277263139
5,A,G,0.00273155005912
6,A,H,0.326854302809
7,A,I,0.00442987186766
8,B,A,0.00325758627814
9,B,C,0.0164121387081
10,B,D,0.0024030149441
11,B,E,0.00627656997569
12,B,F,0.00392143059638
13,B,G,0.00356954632036
14,B,H,0.00287505674809
15,B,I,0.0277606400879
16,C,A,0.0102923079474
17,C,B,0.0164121387081
18,C,D,0.00612391346693
19,C,E,0.0378478050167
20,C,F,0.0144507113449
21,C,G,0.00478046597336
22,C,H,0.00803866107264
23,C,I,0.0177603130041
24,D,A,0.116395584325
25,D,B,0.0024030149441
26,D,C,0.00612391346693
27,D,E,0.0165266140158
28,D,F,0.0502725125692
29,D,G,0.00218588914832
30,D,H,0.261500367363
31,D,I,0.00322812895077
32,E,A,0.0411173041995
33,E,B,0.00627656997569
34,E,C,0.0378478050167
35,E,D,0.0165266140158
36,E,F,0.0870686757289
37,E,G,0.00338546042869
38,E,H,0.0273009609317
39,E,I,0.00942485956677
40,F,A,0.415277263139
41,F,B,0.00392143059638
42,F,C,0.0144507113449
43,F,D,0.0502725125692
44,F,E,0.0870686757289
45,F,G,0.00299307696114
46,F,H,0.113920469271
47,F,I,0.00543393012533
48,G,A,0.00273155005912
49,G,B,0.00356954632036
50,G,C,0.00478046597336
51,G,D,0.00218588914832
52,G,E,0.00338546042869
53,G,F,0.00299307696114
54,G,H,0.00229337966774
55,G,I,0.00233401196557
56,H,A,0.326854302809
57,H,B,0.00287505674809
58,H,C,0.00803866107264
59,H,D,0.261500367363
60,H,E,0.0273009609317
61,H,F,0.113920469271
62,H,G,0.00229337966774
63,H,I,0.00407094522933
64,I,A,0.00442987186766
65,I,B,0.0277606400879
66,I,C,0.0177603130041
67,I,D,0.00322812895077
68,I,E,0.00942485956677
69,I,F,0.00543393012533
70,I,G,0.00233401196557
71,I,H,0.00407094522933
