,Start,End,Attenuation
0,A,B,0.012091309055
1,A,C,0.00856862324116
2,A,D,0.03520082007
3,A,E,0.499453233864
4,A,F,0.103822406063
5,A,G,0.00278041144876
6,A,H,0.0254112475912
7,B,A,0.012091309055
8,B,C,0.00256252975279
9,B,D,0.0261894546609
10,B,E,0.0092846767742
11,B,F,0.025691600596
12,B,G,0.00243988947604
13,B,H,0.00431655218164
14,C,A,0.00856862324116
15,C,B,0.00256252975279
16,C,D,0.00404321667087
17,C,E,0.0112479842479
18,C,F,0.00517794489007
19,C,G,0.00163650305272
20,C,H,0.0484670808536
21,D,A,0.03520082007
22,D,B,0.0261894546609
23,D,C,0.00404321667087
24,D,E,0.0222167419021
25,D,F,0.134420993836
26,D,G,0.00414703649224
27,D,H,0.00779273031384
28,E,A,0.499453233864
29,E,B,0.0092846767742
30,E,C,0.0112479842479
31,E,D,0.0222167419021
32,E,F,0.0491745103738
33,E,G,0.00256302796136
34,E,H,0.0418379512413
35,F,A,0.103822406063
36,F,B,0.025691600596
37,F,C,0.00517794489007
38,F,D,0.134420993836
39,F,E,0.0491745103738
40,F,G,0.00311640531053
41,F,H,0.011379481711
42,G,A,0.00278041144876
43,G,B,0.00243988947604
44,G,C,0.00163650305272
45,G,D,0.00414703649224
46,G,E,0.00256302796136
47,G,F,0.00311640531053
48,G,H,0.00205616102305
49,H,A,0.0254112475912
50,H,B,0.00431655218164
51,H,C,0.0484670808536
52,H,D,0.00779273031384
53,H,E,0.0418379512413
54,H,F,0.011379481711
55,H,G,0.00205616102305
