,Start,End,Attenuation
0,A,B,0.00826337662487
1,A,C,0.0235984005614
2,A,D,0.0355549509525
3,A,E,0.0111564662184
4,A,F,0.00915325004167
5,A,G,0.00786930487598
6,A,H,0.00548366613739
7,A,I,0.00607751280666
8,B,A,0.00826337662487
9,B,C,0.00448953833661
10,B,D,0.00378762841507
11,B,E,0.0166739295361
12,B,F,0.00353041855534
13,B,G,0.00244616505448
14,B,H,0.00637601327197
15,B,I,0.00225020277409
16,C,A,0.0235984005614
17,C,B,0.00448953833661
18,C,D,0.0187464440685
19,C,E,0.00405821402399
20,C,F,0.00385876042635
21,C,G,0.0353244198474
22,C,H,0.00823216384556
23,C,I,0.0236202140962
24,D,A,0.0355549509525
25,D,B,0.00378762841507
26,D,C,0.0187464440685
27,D,E,0.00564569785678
28,D,F,0.0107153402012
29,D,G,0.0105396062714
30,D,H,0.00331268825057
31,D,I,0.00730046053965
32,E,A,0.0111564662184
33,E,B,0.0166739295361
34,E,C,0.00405821402399
35,E,D,0.00564569785678
36,E,F,0.0101118448658
37,E,G,0.00233092637477
38,E,H,0.00299086060911
39,E,I,0.00203382836993
40,F,A,0.00915325004167
41,F,B,0.00353041855534
42,F,C,0.00385876042635
43,F,D,0.0107153402012
44,F,E,0.0101118448658
45,F,G,0.00266097976308
46,F,H,0.00177728352491
47,F,I,0.00219927121382
48,G,A,0.00786930487598
49,G,B,0.00244616505448
50,G,C,0.0353244198474
51,G,D,0.0105396062714
52,G,E,0.00233092637477
53,G,F,0.00266097976308
54,G,H,0.00487772231707
55,G,I,0.245472092024
56,H,A,0.00548366613739
57,H,B,0.00637601327197
58,H,C,0.00823216384556
59,H,D,0.00331268825057
60,H,E,0.00299086060911
61,H,F,0.00177728352491
62,H,G,0.00487772231707
63,H,I,0.00515539758325
64,I,A,0.00607751280666
65,I,B,0.00225020277409
66,I,C,0.0236202140962
67,I,D,0.00730046053965
68,I,E,0.00203382836993
69,I,F,0.00219927121382
70,I,G,0.245472092024
71,I,H,0.00515539758325
