,Start,End,Attenuation
0,A,B,0.00303470988995
1,A,C,0.00716057040322
2,A,D,0.00369549929132
3,A,E,0.00159786159504
4,A,F,0.00619075554487
5,A,G,0.00459336505268
6,A,H,0.0194887281366
7,A,I,0.0408214496561
8,B,A,0.00303470988995
9,B,C,0.0121091688964
10,B,D,0.0173604977006
11,B,E,0.00385206982729
12,B,F,0.00757460873803
13,B,G,0.0122328026467
14,B,H,0.00222813962423
15,B,I,0.00510874035193
16,C,A,0.00716057040322
17,C,B,0.0121091688964
18,C,D,0.00615349210756
19,C,E,0.00191502166215
20,C,F,0.00580017118215
21,C,G,0.105695172717
22,C,H,0.00331444289736
23,C,I,0.0104902179278
24,D,A,0.00369549929132
25,D,B,0.0173604977006
26,D,C,0.00615349210756
27,D,E,0.00975546392942
28,D,F,0.0373616546484
29,D,G,0.00486454483065
30,D,H,0.00353657439454
31,D,I,0.00754304832824
32,E,A,0.00159786159504
33,E,B,0.00385206982729
34,E,C,0.00191502166215
35,E,D,0.00975546392942
36,E,F,0.00659707813432
37,E,G,0.00170364729847
38,E,H,0.00189918743815
39,E,I,0.00245172089891
40,F,A,0.00619075554487
41,F,B,0.00757460873803
42,F,C,0.00580017118215
43,F,D,0.0373616546484
44,F,E,0.00659707813432
45,F,G,0.00412802609824
46,F,H,0.00716975052295
47,F,I,0.016028911769
48,G,A,0.00459336505268
49,G,B,0.0122328026467
50,G,C,0.105695172717
51,G,D,0.00486454483065
52,G,E,0.00170364729847
53,G,F,0.00412802609824
54,G,H,0.00239232191956
55,G,I,0.00607397163924
56,H,A,0.0194887281366
57,H,B,0.00222813962423
58,H,C,0.00331444289736
59,H,D,0.00353657439454
60,H,E,0.00189918743815
61,H,F,0.00716975052295
62,H,G,0.00239232191956
63,H,I,0.0167426522502
64,I,A,0.0408214496561
65,I,B,0.00510874035193
66,I,C,0.0104902179278
67,I,D,0.00754304832824
68,I,E,0.00245172089891
69,I,F,0.016028911769
70,I,G,0.00607397163924
71,I,H,0.0167426522502
