,Start,End,Attenuation
0,A,B,0.0479278038113
1,A,C,0.00291409896823
2,A,D,0.00288295491698
3,A,E,0.0103251747418
4,A,F,0.0218116212229
5,A,G,0.00316500580169
6,A,H,0.127537295721
7,A,I,0.00173751554976
8,B,A,0.0479278038113
9,B,C,0.00313060509931
10,B,D,0.0032420211607
11,B,E,0.00812971433464
12,B,F,0.0136216395784
13,B,G,0.0048118744064
14,B,H,0.0270312228718
15,B,I,0.00224586161195
16,C,A,0.00291409896823
17,C,B,0.00313060509931
18,C,D,0.363126303292
19,C,E,0.0105763583694
20,C,F,0.00642684084184
21,C,G,0.00738593628112
22,C,H,0.00220004855199
23,C,I,0.00733958094949
24,D,A,0.00288295491698
25,D,B,0.0032420211607
26,D,C,0.363126303292
27,D,E,0.00924017847034
28,D,F,0.00598032562061
29,D,G,0.00974564936895
30,D,H,0.00217877205603
31,D,I,0.00989108647236
32,E,A,0.0103251747418
33,E,B,0.00812971433464
34,E,C,0.0105763583694
35,E,D,0.00924017847034
36,E,F,0.104268851345
37,E,G,0.00460770113206
38,E,H,0.00642297366038
39,E,I,0.00285567027949
40,F,A,0.0218116212229
41,F,B,0.0136216395784
42,F,C,0.00642684084184
43,F,D,0.00598032562061
44,F,E,0.104268851345
45,F,G,0.00421635428508
46,F,H,0.0113610453595
47,F,I,0.00242860155799
48,G,A,0.00316500580169
49,G,B,0.0048118744064
50,G,C,0.00738593628112
51,G,D,0.00974564936895
52,G,E,0.00460770113206
53,G,F,0.00421635428508
54,G,H,0.00245929650463
55,G,I,0.0203537588428
56,H,A,0.127537295721
57,H,B,0.0270312228718
58,H,C,0.00220004855199
59,H,D,0.00217877205603
60,H,E,0.00642297366038
61,H,F,0.0113610453595
62,H,G,0.00245929650463
63,H,I,0.00141754761138
64,I,A,0.00173751554976
65,I,B,0.00224586161195
66,I,C,0.00733958094949
67,I,D,0.00989108647236
68,I,E,0.00285567027949
69,I,F,0.00242860155799
70,I,G,0.0203537588428
71,I,H,0.00141754761138
