,Start,End,Attenuation
0,A,B,0.00340442354384
1,A,C,0.0145993870556
2,A,D,0.00236393632496
3,A,E,0.0134016396682
4,A,F,0.010136117709
5,A,G,0.00376009606484
6,B,A,0.00340442354384
7,B,C,0.00353347719443
8,B,D,0.0326704281643
9,B,E,0.00468912363208
10,B,F,0.0181905446228
11,B,G,0.0530366447124
12,C,A,0.0145993870556
13,C,B,0.00353347719443
14,C,D,0.00308740493997
15,C,E,0.00418145537384
16,C,F,0.00700672999965
17,C,G,0.00510273997572
18,D,A,0.00236393632496
19,D,B,0.0326704281643
20,D,C,0.00308740493997
21,D,E,0.00259050659719
22,D,F,0.00713722915489
23,D,G,0.0545421520172
24,E,A,0.0134016396682
25,E,B,0.00468912363208
26,E,C,0.00418145537384
27,E,D,0.00259050659719
28,E,F,0.0154592623318
29,E,G,0.0038688862066
30,F,A,0.010136117709
31,F,B,0.0181905446228
32,F,C,0.00700672999965
33,F,D,0.00713722915489
34,F,E,0.0154592623318
35,F,G,0.0154060695289
36,G,A,0.00376009606484
37,G,B,0.0530366447124
38,G,C,0.00510273997572
39,G,D,0.0545421520172
40,G,E,0.0038688862066
41,G,F,0.0154060695289
