,Start,End,Attenuation
0,A,B,0.0138786188032
1,A,C,0.00810306677247
2,A,D,0.0142270172214
3,A,E,0.00463756872409
4,A,F,0.0198277761864
5,A,G,0.010391529307
6,B,A,0.0138786188032
7,B,C,0.00742706859219
8,B,D,0.0102948097246
9,B,E,0.00214356581127
10,B,F,0.0275596105271
11,B,G,0.005221870331
12,C,A,0.00810306677247
13,C,B,0.00742706859219
14,C,D,0.134607500066
15,C,E,0.00158810457545
16,C,F,0.00413424910053
17,C,G,0.0023055502189
18,D,A,0.0142270172214
19,D,B,0.0102948097246
20,D,C,0.134607500066
21,D,E,0.00198144117867
22,D,F,0.00579296149101
23,D,G,0.00304644209229
24,E,A,0.00463756872409
25,E,B,0.00214356581127
26,E,C,0.00158810457545
27,E,D,0.00198144117867
28,E,F,0.00368400545429
29,E,G,0.0118644614109
30,F,A,0.0198277761864
31,F,B,0.0275596105271
32,F,C,0.00413424910053
33,F,D,0.00579296149101
34,F,E,0.00368400545429
35,F,G,0.0156022202378
36,G,A,0.010391529307
37,G,B,0.005221870331
38,G,C,0.0023055502189
39,G,D,0.00304644209229
40,G,E,0.0118644614109
41,G,F,0.0156022202378
