,Start,End,Attenuation
0,A,B,0.0119743171438
1,A,C,0.00770218750902
2,A,D,0.0399587507194
3,A,E,0.00767657846216
4,A,F,0.0981172606295
5,B,A,0.0119743171438
6,B,C,0.00285238396841
7,B,D,0.0277329039778
8,B,E,0.00564269927517
9,B,F,0.0256805063226
10,C,A,0.00770218750902
11,C,B,0.00285238396841
12,C,D,0.00616742454498
13,C,E,0.0102530378953
14,C,F,0.00601909401659
15,D,A,0.0399587507194
16,D,B,0.0277329039778
17,D,C,0.00616742454498
18,D,E,0.0141055842913
19,D,F,0.211267933394
20,E,A,0.00767657846216
21,E,B,0.00564269927517
22,E,C,0.0102530378953
23,E,D,0.0141055842913
24,E,F,0.00964218506082
25,F,A,0.0981172606295
26,F,B,0.0256805063226
27,F,C,0.00601909401659
28,F,D,0.211267933394
29,F,E,0.00964218506082
