,Start,End,Attenuation
0,A,B,0.0136322134832
1,A,C,0.00733523415145
2,A,D,0.0116406162731
3,A,E,0.0125685218292
4,A,F,0.00451493144398
5,B,A,0.0136322134832
6,B,C,0.00306910426275
7,B,D,0.00754485190153
8,B,E,0.00478464783697
9,B,F,0.00313888976347
10,C,A,0.00733523415145
11,C,B,0.00306910426275
12,C,D,0.0143479959522
13,C,E,0.0727051097457
14,C,F,0.0174463212945
15,D,A,0.0116406162731
16,D,B,0.00754485190153
17,D,C,0.0143479959522
18,D,E,0.0415437886363
19,D,F,0.0244158355889
20,E,A,0.0125685218292
21,E,B,0.00478464783697
22,E,C,0.0727051097457
23,E,D,0.0415437886363
24,E,F,0.0217006426697
25,F,A,0.00451493144398
26,F,B,0.00313888976347
27,F,C,0.0174463212945
28,F,D,0.0244158355889
29,F,E,0.0217006426697
