,Start,End,Attenuation
0,A,B,0.0268939598443
1,A,C,0.00433850439889
2,A,D,0.0123401209167
3,A,E,0.00474294104176
4,A,F,0.00344617475434
5,B,A,0.0268939598443
6,B,C,0.00397179155565
7,B,D,0.0061182923599
8,B,E,0.00789344952446
9,B,F,0.0056815655651
10,C,A,0.00433850439889
11,C,B,0.00397179155565
12,C,D,0.013688784093
13,C,E,0.00135992150781
14,C,F,0.00739060360807
15,D,A,0.0123401209167
16,D,B,0.0061182923599
17,D,C,0.013688784093
18,D,E,0.00185469823517
19,D,F,0.0036788381623
20,E,A,0.00474294104176
21,E,B,0.00789344952446
22,E,C,0.00135992150781
23,E,D,0.00185469823517
24,E,F,0.00199644260589
25,F,A,0.00344617475434
26,F,B,0.0056815655651
27,F,C,0.00739060360807
28,F,D,0.0036788381623
29,F,E,0.00199644260589
