,Start,End,Attenuation
0,A,B,0.00500796499175
1,A,C,0.495325749772
2,A,D,0.033246671623
3,A,E,0.00435411681345
4,A,F,0.00793618826806
5,B,A,0.00500796499175
6,B,C,0.00441752928415
7,B,D,0.00300103162821
8,B,E,0.00146972575266
9,B,F,0.00583475715539
10,C,A,0.495325749772
11,C,B,0.00441752928415
12,C,D,0.0604254830407
13,C,E,0.00410324768821
14,C,F,0.0062677307462
15,D,A,0.033246671623
16,D,B,0.00300103162821
17,D,C,0.0604254830407
18,D,E,0.0033898964942
19,D,F,0.00362104224377
20,E,A,0.00435411681345
21,E,B,0.00146972575266
22,E,C,0.00410324768821
23,E,D,0.0033898964942
24,E,F,0.00472108645896
25,F,A,0.00793618826806
26,F,B,0.00583475715539
27,F,C,0.0062677307462
28,F,D,0.00362104224377
29,F,E,0.00472108645896
