,Start,End,Attenuation
0,A,B,0.00945436761741
1,A,C,0.0137611718938
2,A,D,0.0303807495056
3,A,E,0.0581947856959
4,A,F,0.0281060258207
5,A,G,0.0239536923311
6,A,H,0.00593745693625
7,B,A,0.00945436761741
8,B,C,0.00400167277692
9,B,D,0.00676778067042
10,B,E,0.00924462682449
11,B,F,0.0104200199833
12,B,G,0.0413123036169
13,B,H,0.00257686968124
14,C,A,0.0137611718938
15,C,B,0.00400167277692
16,C,D,0.07429373917
17,C,E,0.00631283742754
18,C,F,0.0268128628418
19,C,G,0.00516568659911
20,C,H,0.0503027383367
21,D,A,0.0303807495056
22,D,B,0.00676778067042
23,D,C,0.07429373917
24,D,E,0.0102627962717
25,D,F,0.142037542492
26,D,G,0.0093007028618
27,D,H,0.0160849351392
28,E,A,0.0581947856959
29,E,B,0.00924462682449
30,E,C,0.00631283742754
31,E,D,0.0102627962717
32,E,F,0.0105439661784
33,E,G,0.0326392254458
34,E,H,0.00345538918061
35,F,A,0.0281060258207
36,F,B,0.0104200199833
37,F,C,0.0268128628418
38,F,D,0.142037542492
39,F,E,0.0105439661784
40,F,G,0.0128898153148
41,F,H,0.010169320614
42,G,A,0.0239536923311
43,G,B,0.0413123036169
44,G,C,0.00516568659911
45,G,D,0.0093007028618
46,G,E,0.0326392254458
47,G,F,0.0128898153148
48,G,H,0.00300195041266
49,H,A,0.00593745693625
50,H,B,0.00257686968124
51,H,C,0.0503027383367
52,H,D,0.0160849351392
53,H,E,0.00345538918061
54,H,F,0.010169320614
55,H,G,0.00300195041266
