,Start,End,Attenuation
0,A,B,0.0639943027466
1,A,C,0.0037827690539
2,A,D,1.07783619507
3,A,E,0.00522662767031
4,A,F,0.00827553634676
5,A,G,0.00282544916346
6,A,H,0.00664516343129
7,A,I,0.0116708335891
8,B,A,0.0639943027466
9,B,C,0.00488123763589
10,B,D,0.0732444169462
11,B,E,0.00999575222977
12,B,F,0.00725838946424
13,B,G,0.0041625333653
14,B,H,0.00797107067232
15,B,I,0.00977038171356
16,C,A,0.0037827690539
17,C,B,0.00488123763589
18,C,D,0.00425875229588
19,C,E,0.00363002038901
20,C,F,0.00147410190998
21,C,G,0.0160780521853
22,C,H,0.0430525988532
23,C,I,0.0016756627932
24,D,A,1.07783619507
25,D,B,0.0732444169462
26,D,C,0.00425875229588
27,D,E,0.00533298784061
28,D,F,0.00706891166386
29,D,G,0.00306472349667
30,D,H,0.00782462036096
31,D,I,0.00969052205548
32,E,A,0.00522662767031
33,E,B,0.00999575222977
34,E,C,0.00363002038901
35,E,D,0.00533298784061
36,E,F,0.00395740292532
37,E,G,0.00637091279364
38,E,H,0.00373800744648
39,E,I,0.00441069642164
40,F,A,0.00827553634676
41,F,B,0.00725838946424
42,F,C,0.00147410190998
43,F,D,0.00706891166386
44,F,E,0.00395740292532
45,F,G,0.001460918256
46,F,H,0.00193105410459
47,F,I,0.33177643193
48,G,A,0.00282544916346
49,G,B,0.0041625333653
50,G,C,0.0160780521853
51,G,D,0.00306472349667
52,G,E,0.00637091279364
53,G,F,0.001460918256
54,G,H,0.00774346695455
55,G,I,0.00162344599756
56,H,A,0.00664516343129
57,H,B,0.00797107067232
58,H,C,0.0430525988532
59,H,D,0.00782462036096
60,H,E,0.00373800744648
61,H,F,0.00193105410459
62,H,G,0.00774346695455
63,H,I,0.00225384428819
64,I,A,0.0116708335891
65,I,B,0.00977038171356
66,I,C,0.0016756627932
67,I,D,0.00969052205548
68,I,E,0.00441069642164
69,I,F,0.33177643193
70,I,G,0.00162344599756
71,I,H,0.00225384428819
