,Start,End,Attenuation
0,A,B,0.00907303680998
1,A,C,0.0235257350134
2,A,D,0.00964324596218
3,A,E,0.00337350912925
4,A,F,0.00936192401291
5,A,G,0.00280129005123
6,A,H,0.00391219390487
7,B,A,0.00907303680998
8,B,C,0.00466529100822
9,B,D,0.0408246404548
10,B,E,0.0206308236321
11,B,F,0.0259120830355
12,B,G,0.00405254677986
13,B,H,0.00585176759483
14,C,A,0.0235257350134
15,C,B,0.00466529100822
16,C,D,0.00693666603008
17,C,E,0.00214492311715
18,C,F,0.0037356773022
19,C,G,0.00359440770224
20,C,H,0.00497349624375
21,D,A,0.00964324596218
22,D,B,0.0408246404548
23,D,C,0.00693666603008
24,D,E,0.00874323391144
25,D,F,0.0088696263228
26,D,G,0.00814011174479
27,D,H,0.0145285989524
28,E,A,0.00337350912925
29,E,B,0.0206308236321
30,E,C,0.00214492311715
31,E,D,0.00874323391144
32,E,F,0.0116450331279
33,E,G,0.00271380136674
34,E,H,0.00337847267084
35,F,A,0.00936192401291
36,F,B,0.0259120830355
37,F,C,0.0037356773022
38,F,D,0.0088696263228
39,F,E,0.0116450331279
40,F,G,0.00212706682775
41,F,H,0.00279540109415
42,G,A,0.00280129005123
43,G,B,0.00405254677986
44,G,C,0.00359440770224
45,G,D,0.00814011174479
46,G,E,0.00271380136674
47,G,F,0.00212706682775
48,G,H,0.1146150979
49,H,A,0.00391219390487
50,H,B,0.00585176759483
51,H,C,0.00497349624375
52,H,D,0.0145285989524
53,H,E,0.00337847267084
54,H,F,0.00279540109415
55,H,G,0.1146150979
