,Start,End,Attenuation
0,A,B,0.00616202660569
1,A,C,0.00393892161915
2,A,D,0.0786756299274
3,A,E,0.0135024702471
4,A,F,0.00279650035356
5,B,A,0.00616202660569
6,B,C,0.00327490879714
7,B,D,0.00925579691543
8,B,E,0.0158633984413
9,B,F,0.0122514848299
10,C,A,0.00393892161915
11,C,B,0.00327490879714
12,C,D,0.003148724733
13,C,E,0.0093322963002
14,C,F,0.00142312227425
15,D,A,0.0786756299274
16,D,B,0.00925579691543
17,D,C,0.003148724733
18,D,E,0.0130852502998
19,D,F,0.00413152505681
20,E,A,0.0135024702471
21,E,B,0.0158633984413
22,E,C,0.0093322963002
23,E,D,0.0130852502998
24,E,F,0.0035654565592
25,F,A,0.00279650035356
26,F,B,0.0122514848299
27,F,C,0.00142312227425
28,F,D,0.00413152505681
29,F,E,0.0035654565592
