,Start,End,Attenuation
0,A,B,0.00193647396355
1,A,C,0.0039337640907
2,A,D,0.0195621980912
3,A,E,0.0031649713838
4,A,F,0.00280440252329
5,A,G,0.00540293549199
6,B,A,0.00193647396355
7,B,C,0.0058948407371
8,B,D,0.0027087297489
9,B,E,0.00298298956056
10,B,F,0.00400598976798
11,B,G,0.00586733639782
12,C,A,0.0039337640907
13,C,B,0.0058948407371
14,C,D,0.0112345703174
15,C,E,0.0319909485349
16,C,F,0.0594709480364
17,C,G,0.16308627236
18,D,A,0.0195621980912
19,D,B,0.0027087297489
20,D,C,0.0112345703174
21,D,E,0.00885695368286
22,D,F,0.00709347728349
23,D,G,0.0180859260003
24,E,A,0.0031649713838
25,E,B,0.00298298956056
26,E,C,0.0319909485349
27,E,D,0.00885695368286
28,E,F,0.113910032292
29,E,G,0.0199351622345
30,F,A,0.00280440252329
31,F,B,0.00400598976798
32,F,C,0.0594709480364
33,F,D,0.00709347728349
34,F,E,0.113910032292
35,F,G,0.0248384391878
36,G,A,0.00540293549199
37,G,B,0.00586733639782
38,G,C,0.16308627236
39,G,D,0.0180859260003
40,G,E,0.0199351622345
41,G,F,0.0248384391878
