,Start,End,Attenuation
0,A,B,0.00300074397199
1,A,C,0.0740026101865
2,A,D,0.00492173409376
3,A,E,0.00292327239321
4,A,F,0.029172527697
5,B,A,0.00300074397199
6,B,C,0.00381345097681
7,B,D,0.0102543530466
8,B,E,0.00433746756128
9,B,F,0.00623240150382
10,C,A,0.0740026101865
11,C,B,0.00381345097681
12,C,D,0.00852598684323
13,C,E,0.00455139259161
14,C,F,0.0755692752615
15,D,A,0.00492173409376
16,D,B,0.0102543530466
17,D,C,0.00852598684323
18,D,E,0.0255221370256
19,D,F,0.0126836908509
20,E,A,0.00292327239321
21,E,B,0.00433746756128
22,E,C,0.00455139259161
23,E,D,0.0255221370256
24,E,F,0.00505714346352
25,F,A,0.029172527697
26,F,B,0.00623240150382
27,F,C,0.0755692752615
28,F,D,0.0126836908509
29,F,E,0.00505714346352
