,Start,End,Attenuation
0,A,B,0.00243200966823
1,A,C,0.00614266074592
2,A,D,0.0031572211788
3,A,E,0.0835679226083
4,A,F,0.00588624095982
5,A,G,0.00314183327222
6,A,H,0.0282414974194
7,A,I,0.00580283572448
8,B,A,0.00243200966823
9,B,C,0.0132109891776
10,B,D,0.00475830012204
11,B,E,0.00236039258236
12,B,F,0.00236540937106
13,B,G,0.118743881424
14,B,H,0.0017414280373
15,B,I,0.00205126219028
16,C,A,0.00614266074592
17,C,B,0.0132109891776
18,C,D,0.0124234583583
19,C,E,0.00502831965912
20,C,F,0.00310239901712
21,C,G,0.0293873730923
22,C,H,0.00322270634989
23,C,I,0.00273372345525
24,D,A,0.0031572211788
25,D,B,0.00475830012204
26,D,C,0.0124234583583
27,D,E,0.00241076764648
28,D,F,0.00143813716403
29,D,G,0.00692347244266
30,D,H,0.00179293988467
31,D,I,0.00133542477078
32,E,A,0.0835679226083
33,E,B,0.00236039258236
34,E,C,0.00502831965912
35,E,D,0.00241076764648
36,E,F,0.0104258182939
37,E,G,0.00293329453822
38,E,H,0.0809156237115
39,E,I,0.0105237557089
40,F,A,0.00588624095982
41,F,B,0.00236540937106
42,F,C,0.00310239901712
43,F,D,0.00143813716403
44,F,E,0.0104258182939
45,F,G,0.00259006742761
46,F,H,0.00959049738248
47,F,I,0.386546176647
48,G,A,0.00314183327222
49,G,B,0.118743881424
50,G,C,0.0293873730923
51,G,D,0.00692347244266
52,G,E,0.00293329453822
53,G,F,0.00259006742761
54,G,H,0.0020810362573
55,G,I,0.00224938454334
56,H,A,0.0282414974194
57,H,B,0.0017414280373
58,H,C,0.00322270634989
59,H,D,0.00179293988467
60,H,E,0.0809156237115
61,H,F,0.00959049738248
62,H,G,0.0020810362573
63,H,I,0.0108425306406
64,I,A,0.00580283572448
65,I,B,0.00205126219028
66,I,C,0.00273372345525
67,I,D,0.00133542477078
68,I,E,0.0105237557089
69,I,F,0.386546176647
70,I,G,0.00224938454334
71,I,H,0.0108425306406
