,Start,End,Attenuation
0,A,B,0.00223173823995
1,A,C,0.0148352771372
2,A,D,0.00377856145298
3,A,E,0.273027284015
4,A,F,0.00395125946732
5,A,G,0.00244954393666
6,A,H,0.00682370241451
7,A,I,0.0746826093108
8,B,A,0.00223173823995
9,B,C,0.00521200765701
10,B,D,0.00203139497106
11,B,E,0.00251564227596
12,B,F,0.030599087358
13,B,G,0.0358721781875
14,B,H,0.00256517193086
15,B,I,0.00165691030819
16,C,A,0.0148352771372
17,C,B,0.00521200765701
18,C,D,0.00624570279073
19,C,E,0.0166655228397
20,C,F,0.0110251026765
21,C,G,0.00483973949449
22,C,H,0.0136024784558
23,C,I,0.00810670163726
24,D,A,0.00377856145298
25,D,B,0.00203139497106
26,D,C,0.00624570279073
27,D,E,0.00334670869463
28,D,F,0.00242103437348
29,D,G,0.00160207967481
30,D,H,0.0533178835903
31,D,I,0.00373131539419
32,E,A,0.273027284015
33,E,B,0.00251564227596
34,E,C,0.0166655228397
35,E,D,0.00334670869463
36,E,F,0.00474428595796
37,E,G,0.00287803073056
38,E,H,0.00590403813867
39,E,I,0.033557244898
40,F,A,0.00395125946732
41,F,B,0.030599087358
42,F,C,0.0110251026765
43,F,D,0.00242103437348
44,F,E,0.00474428595796
45,F,G,0.0419426330568
46,F,H,0.00344947104176
47,F,I,0.00264478404112
48,G,A,0.00244954393666
49,G,B,0.0358721781875
50,G,C,0.00483973949449
51,G,D,0.00160207967481
52,G,E,0.00287803073056
53,G,F,0.0419426330568
54,G,H,0.00209579121237
55,G,I,0.00176166988663
56,H,A,0.00682370241451
57,H,B,0.00256517193086
58,H,C,0.0136024784558
59,H,D,0.0533178835903
60,H,E,0.00590403813867
61,H,F,0.00344947104176
62,H,G,0.00209579121237
63,H,I,0.0062496015754
64,I,A,0.0746826093108
65,I,B,0.00165691030819
66,I,C,0.00810670163726
67,I,D,0.00373131539419
68,I,E,0.033557244898
69,I,F,0.00264478404112
70,I,G,0.00176166988663
71,I,H,0.0062496015754
