,Start,End,Attenuation
0,A,B,0.0068876183006
1,A,C,0.00187793752874
2,A,D,0.0201869727644
3,A,E,0.00253450396477
4,A,F,0.00335354289902
5,A,G,0.0025160530708
6,A,H,0.0252849360287
7,A,I,0.00638248271635
8,B,A,0.0068876183006
9,B,C,0.00676097688017
10,B,D,0.0063158005831
11,B,E,0.00839473387157
12,B,F,0.00849847586329
13,B,G,0.015933729671
14,B,H,0.0108946176306
15,B,I,0.00744371335906
16,C,A,0.00187793752874
17,C,B,0.00676097688017
18,C,D,0.00238557878239
19,C,E,0.0375909980617
20,C,F,0.0116772390645
21,C,G,0.0244316293002
22,C,H,0.00300506447834
23,C,I,0.00421088610487
24,D,A,0.0201869727644
25,D,B,0.0063158005831
26,D,C,0.00238557878239
27,D,E,0.00383129437289
28,D,F,0.00628382439302
29,D,G,0.00267656429829
30,D,H,0.109348450836
31,D,I,0.0237495848706
32,E,A,0.00253450396477
33,E,B,0.00839473387157
34,E,C,0.0375909980617
35,E,D,0.00383129437289
36,E,F,0.0584378133401
37,E,G,0.0127169107874
38,E,H,0.00487177199842
39,E,I,0.00899607249438
40,F,A,0.00335354289902
41,F,B,0.00849847586329
42,F,C,0.0116772390645
43,F,D,0.00628382439302
44,F,E,0.0584378133401
45,F,G,0.00731621802898
46,F,H,0.00789218077118
47,F,I,0.0231471270538
48,G,A,0.0025160530708
49,G,B,0.015933729671
50,G,C,0.0244316293002
51,G,D,0.00267656429829
52,G,E,0.0127169107874
53,G,F,0.00731621802898
54,G,H,0.00365190084634
55,G,I,0.00388741192068
56,H,A,0.0252849360287
57,H,B,0.0108946176306
58,H,C,0.00300506447834
59,H,D,0.109348450836
60,H,E,0.00487177199842
61,H,F,0.00789218077118
62,H,G,0.00365190084634
63,H,I,0.0255143779093
64,I,A,0.00638248271635
65,I,B,0.00744371335906
66,I,C,0.00421088610487
67,I,D,0.0237495848706
68,I,E,0.00899607249438
69,I,F,0.0231471270538
70,I,G,0.00388741192068
71,I,H,0.0255143779093
