,Start,End,Attenuation
0,A,B,0.0029458667057
1,A,C,0.0161971636585
2,A,D,0.00302399862012
3,A,E,0.00700553344497
4,A,F,0.0312242423793
5,A,G,0.00567535195045
6,B,A,0.0029458667057
7,B,C,0.0035595175281
8,B,D,0.00596021408593
9,B,E,0.0236628120731
10,B,F,0.00612493601462
11,B,G,0.00664796698673
12,C,A,0.0161971636585
13,C,B,0.0035595175281
14,C,D,0.00760989667537
15,C,E,0.00752039381969
16,C,F,0.016303574877
17,C,G,0.00333934737843
18,D,A,0.00302399862012
19,D,B,0.00596021408593
20,D,C,0.00760989667537
21,D,E,0.0063011529989
22,D,F,0.00462660658813
23,D,G,0.0022264822479
24,E,A,0.00700553344497
25,E,B,0.0236628120731
26,E,C,0.00752039381969
27,E,D,0.0063011529989
28,E,F,0.0252752579548
29,E,G,0.013451584109
30,F,A,0.0312242423793
31,F,B,0.00612493601462
32,F,C,0.016303574877
33,F,D,0.00462660658813
34,F,E,0.0252752579548
35,F,G,0.011024105394
36,G,A,0.00567535195045
37,G,B,0.00664796698673
38,G,C,0.00333934737843
39,G,D,0.0022264822479
40,G,E,0.013451584109
41,G,F,0.011024105394
