,Start,End,Attenuation
0,A,B,0.00595942450897
1,A,C,0.00652798528066
2,A,D,0.0732099382343
3,A,E,0.0038569848865
4,A,F,0.00297753635155
5,A,G,0.0076044913389
6,B,A,0.00595942450897
7,B,C,0.0233960642591
8,B,D,0.0112439126329
9,B,E,0.00210343888974
10,B,F,0.00192355986279
11,B,G,0.177717151314
12,C,A,0.00652798528066
13,C,B,0.0233960642591
14,C,D,0.00981926738531
15,C,E,0.003909778005
16,C,F,0.00360818466085
17,C,G,0.0159895073293
18,D,A,0.0732099382343
19,D,B,0.0112439126329
20,D,C,0.00981926738531
21,D,E,0.00315766673014
22,D,F,0.0025718124219
23,D,G,0.016421524788
24,E,A,0.0038569848865
25,E,B,0.00210343888974
26,E,C,0.003909778005
27,E,D,0.00315766673014
28,E,F,0.14431693101
29,E,G,0.00204688025554
30,F,A,0.00297753635155
31,F,B,0.00192355986279
32,F,C,0.00360818466085
33,F,D,0.0025718124219
34,F,E,0.14431693101
35,F,G,0.00183461579112
36,G,A,0.0076044913389
37,G,B,0.177717151314
38,G,C,0.0159895073293
39,G,D,0.016421524788
40,G,E,0.00204688025554
41,G,F,0.00183461579112
