,Start,End,Attenuation
0,A,B,0.00301652928795
1,A,C,0.00215914169975
2,A,D,0.00173413065497
3,A,E,0.0019616394254
4,A,F,0.0035920408301
5,B,A,0.00301652928795
6,B,C,0.0130567293386
7,B,D,0.00682473039336
8,B,E,0.0139653020904
9,B,F,0.387108742229
10,C,A,0.00215914169975
11,C,B,0.0130567293386
12,C,D,0.00239051329217
13,C,E,0.0036205147756
14,C,F,0.0132830818295
15,D,A,0.00173413065497
16,D,B,0.00682473039336
17,D,C,0.00239051329217
18,D,E,0.0669311080785
19,D,F,0.00591555776036
20,E,A,0.0019616394254
21,E,B,0.0139653020904
22,E,C,0.0036205147756
23,E,D,0.0669311080785
24,E,F,0.0109902040015
25,F,A,0.0035920408301
26,F,B,0.387108742229
27,F,C,0.0132830818295
28,F,D,0.00591555776036
29,F,E,0.0109902040015
