,Start,End,Attenuation
0,A,B,0.00438643931294
1,A,C,0.00690378593255
2,A,D,0.00201168567276
3,A,E,0.00301056021337
4,A,F,0.00265427794523
5,A,G,0.00227011941948
6,A,H,0.00857168797531
7,A,I,0.00208962622289
8,B,A,0.00438643931294
9,B,C,0.00483202473568
10,B,D,0.00334247044772
11,B,E,0.00188242164193
12,B,F,0.0143866911065
13,B,G,0.0194716019107
14,B,H,0.00280082757519
15,B,I,0.0182507817474
16,C,A,0.00690378593255
17,C,B,0.00483202473568
18,C,D,0.00853472966892
19,C,E,0.0130389785121
20,C,F,0.00201461994345
21,C,G,0.00386960128784
22,C,H,0.0286882392983
23,C,I,0.00322776878879
24,D,A,0.00201168567276
25,D,B,0.00334247044772
26,D,C,0.00853472966892
27,D,E,0.00575742419611
28,D,F,0.00154510157544
29,D,G,0.00510205326468
30,D,H,0.00395913084055
31,D,I,0.00410627145388
32,E,A,0.00301056021337
33,E,B,0.00188242164193
34,E,C,0.0130389785121
35,E,D,0.00575742419611
36,E,F,0.00103839663813
37,E,G,0.00178742497642
38,E,H,0.0176261107682
39,E,I,0.00156399457066
40,F,A,0.00265427794523
41,F,B,0.0143866911065
42,F,C,0.00201461994345
43,F,D,0.00154510157544
44,F,E,0.00103839663813
45,F,G,0.00593358043055
46,F,H,0.00147321826534
47,F,I,0.00681249395094
48,G,A,0.00227011941948
49,G,B,0.0194716019107
50,G,C,0.00386960128784
51,G,D,0.00510205326468
52,G,E,0.00178742497642
53,G,F,0.00593358043055
54,G,H,0.00212441858548
55,G,I,0.359757517153
56,H,A,0.00857168797531
57,H,B,0.00280082757519
58,H,C,0.0286882392983
59,H,D,0.00395913084055
60,H,E,0.0176261107682
61,H,F,0.00147321826534
62,H,G,0.00212441858548
63,H,I,0.00186622136121
64,I,A,0.00208962622289
65,I,B,0.0182507817474
66,I,C,0.00322776878879
67,I,D,0.00410627145388
68,I,E,0.00156399457066
69,I,F,0.00681249395094
70,I,G,0.359757517153
71,I,H,0.00186622136121
