,Start,End,Attenuation
0,A,B,0.0013376056414
1,A,C,0.0705276943845
2,A,D,0.00773761790593
3,A,E,0.00460529374587
4,A,F,0.00113141982851
5,A,G,0.00130227884178
6,B,A,0.0013376056414
7,B,C,0.00177926119045
8,B,D,0.00322804656389
9,B,E,0.00246373442109
10,B,F,0.0498525696889
11,B,G,0.0436278665501
12,C,A,0.0705276943845
13,C,B,0.00177926119045
14,C,D,0.0169085854159
15,C,E,0.00567951262997
16,C,F,0.00148029502159
17,C,G,0.00174243286433
18,D,A,0.00773761790593
19,D,B,0.00322804656389
20,D,C,0.0169085854159
21,D,E,0.00428517998498
22,D,F,0.00273806268004
23,D,G,0.00349096207092
24,E,A,0.00460529374587
25,E,B,0.00246373442109
26,E,C,0.00567951262997
27,E,D,0.00428517998498
28,E,F,0.00171698309307
29,E,G,0.00189107124095
30,F,A,0.00113141982851
31,F,B,0.0498525696889
32,F,C,0.00148029502159
33,F,D,0.00273806268004
34,F,E,0.00171698309307
35,F,G,0.184003123558
36,G,A,0.00130227884178
37,G,B,0.0436278665501
38,G,C,0.00174243286433
39,G,D,0.00349096207092
40,G,E,0.00189107124095
41,G,F,0.184003123558
