,Start,End,Attenuation
0,A,B,0.00188675357672
1,A,C,0.00456362861832
2,A,D,0.0505813429002
3,A,E,0.00360032085172
4,A,F,0.206013897248
5,A,G,0.00642533802614
6,A,H,0.029991300049
7,B,A,0.00188675357672
8,B,C,0.0111781892299
9,B,D,0.00164462551582
10,B,E,0.0216010194649
11,B,F,0.0022777501493
12,B,G,0.00317134145252
13,B,H,0.00291716285544
14,C,A,0.00456362861832
15,C,B,0.0111781892299
16,C,D,0.00325852734941
17,C,E,0.0260766383453
18,C,F,0.00589218961057
19,C,G,0.0136436786651
20,C,H,0.00718291890925
21,D,A,0.0505813429002
22,D,B,0.00164462551582
23,D,C,0.00325852734941
24,D,E,0.00310754301835
25,D,F,0.0421356703052
26,D,G,0.0036093571145
27,D,H,0.0264932980736
28,E,A,0.00360032085172
29,E,B,0.0216010194649
30,E,C,0.0260766383453
31,E,D,0.00310754301835
32,E,F,0.00474417871824
33,E,G,0.00483814201309
34,E,H,0.00717551547712
35,F,A,0.206013897248
36,F,B,0.0022777501493
37,F,C,0.00589218961057
38,F,D,0.0421356703052
39,F,E,0.00474417871824
40,F,G,0.00710296446111
41,F,H,0.0735400958344
42,G,A,0.00642533802614
43,G,B,0.00317134145252
44,G,C,0.0136436786651
45,G,D,0.0036093571145
46,G,E,0.00483814201309
47,G,F,0.00710296446111
48,G,H,0.00576605193338
49,H,A,0.029991300049
50,H,B,0.00291716285544
51,H,C,0.00718291890925
52,H,D,0.0264932980736
53,H,E,0.00717551547712
54,H,F,0.0735400958344
55,H,G,0.00576605193338
