,Start,End,Attenuation
0,A,B,0.0713586332321
1,A,C,0.0248242693657
2,A,D,0.00365632957468
3,A,E,0.00878612973182
4,A,F,0.00471188981585
5,A,G,0.00932166613321
6,A,H,0.0125945997314
7,B,A,0.0713586332321
8,B,C,0.0809220116271
9,B,D,0.00398149736313
10,B,E,0.00510292022194
11,B,F,0.00627010459469
12,B,G,0.00661006909435
13,B,H,0.0164687481126
14,C,A,0.0248242693657
15,C,B,0.0809220116271
16,C,D,0.00282693515533
17,C,E,0.00448771575851
18,C,F,0.00451712246576
19,C,G,0.00400888318534
20,C,H,0.0409739206177
21,D,A,0.00365632957468
22,D,B,0.00398149736313
23,D,C,0.00282693515533
24,D,E,0.00153443274285
25,D,F,0.0286684307338
26,D,G,0.00849758421773
27,D,H,0.00179827291596
28,E,A,0.00878612973182
29,E,B,0.00510292022194
30,E,C,0.00448771575851
31,E,D,0.00153443274285
32,E,F,0.00162177261708
33,E,G,0.00392891430606
34,E,H,0.00537039210655
35,F,A,0.00471188981585
36,F,B,0.00627010459469
37,F,C,0.00451712246576
38,F,D,0.0286684307338
39,F,E,0.00162177261708
40,F,G,0.00585252684051
41,F,H,0.00254623117859
42,G,A,0.00932166613321
43,G,B,0.00661006909435
44,G,C,0.00400888318534
45,G,D,0.00849758421773
46,G,E,0.00392891430606
47,G,F,0.00585252684051
48,G,H,0.00270241098055
49,H,A,0.0125945997314
50,H,B,0.0164687481126
51,H,C,0.0409739206177
52,H,D,0.00179827291596
53,H,E,0.00537039210655
54,H,F,0.00254623117859
55,H,G,0.00270241098055
