,Start,End,Attenuation
0,A,B,0.025371548943
1,A,C,0.0154882454435
2,A,D,0.00406394061802
3,A,E,0.0126326302089
4,A,F,0.00691535524481
5,B,A,0.025371548943
6,B,C,0.0603467167295
7,B,D,0.00241295929973
8,B,E,0.0102072728748
9,B,F,0.00537059622049
10,C,A,0.0154882454435
11,C,B,0.0603467167295
12,C,D,0.00278980958435
13,C,E,0.0197261236546
14,C,F,0.00868935094568
15,D,A,0.00406394061802
16,D,B,0.00241295929973
17,D,C,0.00278980958435
18,D,E,0.00659822398206
19,D,F,0.00980774454802
20,E,A,0.0126326302089
21,E,B,0.0102072728748
22,E,C,0.0197261236546
23,E,D,0.00659822398206
24,E,F,0.0711884707214
25,F,A,0.00691535524481
26,F,B,0.00537059622049
27,F,C,0.00868935094568
28,F,D,0.00980774454802
29,F,E,0.0711884707214
