,Start,End,Attenuation
0,A,B,0.046868648605
1,A,C,0.0128064385817
2,A,D,0.0016150755566
3,A,E,0.0267277254
4,A,F,0.0159541996149
5,A,G,0.00253426590678
6,A,H,0.00841729132934
7,B,A,0.046868648605
8,B,C,0.00756472062266
9,B,D,0.00152624636433
10,B,E,0.00984969283475
11,B,F,0.00736812535128
12,B,G,0.00340251118016
13,B,H,0.00600032437699
14,C,A,0.0128064385817
15,C,B,0.00756472062266
16,C,D,0.00352097430698
17,C,E,0.0556976837365
18,C,F,0.0959781554222
19,C,G,0.0030652449611
20,C,H,0.158179710137
21,D,A,0.0016150755566
22,D,B,0.00152624636433
23,D,C,0.00352097430698
24,D,E,0.00225558764691
25,D,F,0.0025911212858
26,D,G,0.00313518050277
27,D,H,0.00483982213016
28,E,A,0.0267277254
29,E,B,0.00984969283475
30,E,C,0.0556976837365
31,E,D,0.00225558764691
32,E,F,0.285476678841
33,E,G,0.0022949980284
34,E,H,0.0219386988666
35,F,A,0.0159541996149
36,F,B,0.00736812535128
37,F,C,0.0959781554222
38,F,D,0.0025911212858
39,F,E,0.285476678841
40,F,G,0.0022780596371
41,F,H,0.0316531333204
42,G,A,0.00253426590678
43,G,B,0.00340251118016
44,G,C,0.0030652449611
45,G,D,0.00313518050277
46,G,E,0.0022949980284
47,G,F,0.0022780596371
48,G,H,0.00360720634298
49,H,A,0.00841729132934
50,H,B,0.00600032437699
51,H,C,0.158179710137
52,H,D,0.00483982213016
53,H,E,0.0219386988666
54,H,F,0.0316531333204
55,H,G,0.00360720634298
