,Start,End,Attenuation
0,A,B,0.00591911042285
1,A,C,0.0116671757333
2,A,D,407.898926701
3,A,E,0.191217846253
4,A,F,0.00650170120737
5,A,G,0.0247325509785
6,B,A,0.00591911042285
7,B,C,0.0058102103464
8,B,D,0.00590505993295
9,B,E,0.00768312382672
10,B,F,0.0133428673572
11,B,G,0.0205907118811
12,C,A,0.0116671757333
13,C,B,0.0058102103464
14,C,D,0.0115434458733
15,C,E,0.0187077225465
16,C,F,0.0243924833636
17,C,G,0.00889281494199
18,D,A,407.898926701
19,D,B,0.00590505993295
20,D,C,0.0115434458733
21,D,E,0.184201927899
22,D,F,0.0064579386739
23,D,G,0.0246995096349
24,E,A,0.191217846253
25,E,B,0.00768312382672
26,E,C,0.0187077225465
27,E,D,0.184201927899
28,E,F,0.00976889081385
29,E,G,0.0342048466596
30,F,A,0.00650170120737
31,F,B,0.0133428673572
32,F,C,0.0243924833636
33,F,D,0.0064579386739
34,F,E,0.00976889081385
35,F,G,0.0100353347306
36,G,A,0.0247325509785
37,G,B,0.0205907118811
38,G,C,0.00889281494199
39,G,D,0.0246995096349
40,G,E,0.0342048466596
41,G,F,0.0100353347306
