,Start,End,Attenuation
0,A,B,0.00353166949567
1,A,C,0.00193728787317
2,A,D,0.00637968599658
3,A,E,0.0121831609539
4,A,F,0.00300658420303
5,A,G,0.00147368604461
6,A,H,0.0341413183025
7,B,A,0.00353166949567
8,B,C,0.0212912059941
9,B,D,0.053766856553
10,B,E,0.0132899407463
11,B,F,0.0172837487257
12,B,G,0.0106164792524
13,B,H,0.00411311575684
14,C,A,0.00193728787317
15,C,B,0.0212912059941
16,C,D,0.00895232878674
17,C,E,0.00525402543304
18,C,F,0.00591144652323
19,C,G,0.0847638978866
20,C,H,0.00242220774696
21,D,A,0.00637968599658
22,D,B,0.053766856553
23,D,C,0.00895232878674
24,D,E,0.0453489572545
25,D,F,0.0129648324608
26,D,G,0.00530431629306
27,D,H,0.00754105557985
28,E,A,0.0121831609539
29,E,B,0.0132899407463
30,E,C,0.00525402543304
31,E,D,0.0453489572545
32,E,F,0.00582900289775
33,E,G,0.00338512213896
34,E,H,0.0208941897382
35,F,A,0.00300658420303
36,F,B,0.0172837487257
37,F,C,0.00591144652323
38,F,D,0.0129648324608
39,F,E,0.00582900289775
40,F,G,0.00468217244553
41,F,H,0.00270489145201
42,G,A,0.00147368604461
43,G,B,0.0106164792524
44,G,C,0.0847638978866
45,G,D,0.00530431629306
46,G,E,0.00338512213896
47,G,F,0.00468217244553
48,G,H,0.00177269544928
49,H,A,0.0341413183025
50,H,B,0.00411311575684
51,H,C,0.00242220774696
52,H,D,0.00754105557985
53,H,E,0.0208941897382
54,H,F,0.00270489145201
55,H,G,0.00177269544928
