,Start,End,Attenuation
0,A,B,0.00390543142832
1,A,C,0.011289707272
2,A,D,0.00448402265337
3,A,E,0.0181633014364
4,A,F,0.00398956798351
5,A,G,12.6171523791
6,A,H,0.00293991256173
7,A,I,0.0665452864414
8,B,A,0.00390543142832
9,B,C,0.00711217070144
10,B,D,0.00243526953436
11,B,E,0.00186972888305
12,B,F,0.0308914781255
13,B,G,0.00377905556897
14,B,H,0.00718095460664
15,B,I,0.0066233894249
16,C,A,0.011289707272
17,C,B,0.00711217070144
18,C,D,0.00204507981262
19,C,E,0.00374245089582
20,C,F,0.0136643460633
21,C,G,0.0110226238774
22,C,H,0.00244903042047
23,C,I,0.0144488848628
24,D,A,0.00448402265337
25,D,B,0.00243526953436
26,D,C,0.00204507981262
27,D,E,0.0042652870253
28,D,F,0.00173972644024
29,D,G,0.00440471170881
30,D,H,0.00636885954833
31,D,I,0.00517412252798
32,E,A,0.0181633014364
33,E,B,0.00186972888305
34,E,C,0.00374245089582
35,E,D,0.0042652870253
36,E,F,0.00184972475857
37,E,G,0.0192675532289
38,E,H,0.00186303012835
39,E,I,0.00849478288351
40,F,A,0.00398956798351
41,F,B,0.0308914781255
42,F,C,0.0136643460633
43,F,D,0.00173972644024
44,F,E,0.00184972475857
45,F,G,0.00388296301274
46,F,H,0.0033612019027
47,F,I,0.00605126392329
48,G,A,12.6171523791
49,G,B,0.00377905556897
50,G,C,0.0110226238774
51,G,D,0.00440471170881
52,G,E,0.0192675532289
53,G,F,0.00388296301274
54,G,H,0.00285707125596
55,G,I,0.0578688987728
56,H,A,0.00293991256173
57,H,B,0.00718095460664
58,H,C,0.00244903042047
59,H,D,0.00636885954833
60,H,E,0.00186303012835
61,H,F,0.0033612019027
62,H,G,0.00285707125596
63,H,I,0.00443807217672
64,I,A,0.0665452864414
65,I,B,0.0066233894249
66,I,C,0.0144488848628
67,I,D,0.00517412252798
68,I,E,0.00849478288351
69,I,F,0.00605126392329
70,I,G,0.0578688987728
71,I,H,0.00443807217672
