,Start,End,Attenuation
0,A,B,0.0101648526146
1,A,C,0.0136849736084
2,A,D,0.00765139661394
3,A,E,0.86579975412
4,A,F,0.00495221167116
5,A,G,0.00303815358691
6,A,H,0.00727498059076
7,B,A,0.0101648526146
8,B,C,0.0284224853307
9,B,D,0.0391890617528
10,B,E,0.00827504326932
11,B,F,0.0228464864771
12,B,G,0.00686328095282
13,B,H,0.0033345563501
14,C,A,0.0136849736084
15,C,B,0.0284224853307
16,C,D,0.0868945651039
17,C,E,0.0112019187543
18,C,F,0.0267368913677
19,C,G,0.00310701464307
20,C,H,0.00270578267781
21,D,A,0.00765139661394
22,D,B,0.0391890617528
23,D,C,0.0868945651039
24,D,E,0.00648598949337
25,D,F,0.127296780204
26,D,G,0.00354593914504
27,D,H,0.00223201248511
28,E,A,0.86579975412
29,E,B,0.00827504326932
30,E,C,0.0112019187543
31,E,D,0.00648598949337
32,E,F,0.00432527108713
33,E,G,0.00277621954421
34,E,H,0.00763076208622
35,F,A,0.00495221167116
36,F,B,0.0228464864771
37,F,C,0.0267368913677
38,F,D,0.127296780204
39,F,E,0.00432527108713
40,F,G,0.00337224383871
41,F,H,0.00179963915366
42,G,A,0.00303815358691
43,G,B,0.00686328095282
44,G,C,0.00310701464307
45,G,D,0.00354593914504
46,G,E,0.00277621954421
47,G,F,0.00337224383871
48,G,H,0.00328939088173
49,H,A,0.00727498059076
50,H,B,0.0033345563501
51,H,C,0.00270578267781
52,H,D,0.00223201248511
53,H,E,0.00763076208622
54,H,F,0.00179963915366
55,H,G,0.00328939088173
