,Start,End,Attenuation
0,A,B,0.0028815517885
1,A,C,0.00164456825899
2,A,D,0.0046572240339
3,A,E,0.026441655672
4,A,F,0.0218233881916
5,A,G,0.00171030217211
6,B,A,0.0028815517885
7,B,C,0.00835395541514
8,B,D,0.00644699713576
9,B,E,0.00341324483511
10,B,F,0.00552661161337
11,B,G,0.0196126407961
12,C,A,0.00164456825899
13,C,B,0.00835395541514
14,C,D,0.00187259996269
15,C,E,0.00238284277741
16,C,F,0.00309130119479
17,C,G,0.0353885227802
18,D,A,0.0046572240339
19,D,B,0.00644699713576
20,D,C,0.00187259996269
21,D,E,0.0032375669323
22,D,F,0.00480405863111
23,D,G,0.00261170798873
24,E,A,0.026441655672
25,E,B,0.00341324483511
26,E,C,0.00238284277741
27,E,D,0.0032375669323
28,E,F,0.0702513740597
29,E,G,0.00222917020816
30,F,A,0.0218233881916
31,F,B,0.00552661161337
32,F,C,0.00309130119479
33,F,D,0.00480405863111
34,F,E,0.0702513740597
35,F,G,0.00308396581069
36,G,A,0.00171030217211
37,G,B,0.0196126407961
38,G,C,0.0353885227802
39,G,D,0.00261170798873
40,G,E,0.00222917020816
41,G,F,0.00308396581069
