,Start,End,Attenuation
0,A,B,0.00592500616364
1,A,C,0.00225602581361
2,A,D,0.0168505164185
3,A,E,0.0420342829511
4,A,F,0.0120254585951
5,B,A,0.00592500616364
6,B,C,0.00347995958229
7,B,D,0.0256513919759
8,B,E,0.0135577112754
9,B,F,0.0034805030583
10,C,A,0.00225602581361
11,C,B,0.00347995958229
12,C,D,0.00246230499815
13,C,E,0.00243722325792
14,C,F,0.00392346133593
15,D,A,0.0168505164185
16,D,B,0.0256513919759
17,D,C,0.00246230499815
18,D,E,0.124921248399
19,D,F,0.00481244975196
20,E,A,0.0420342829511
21,E,B,0.0135577112754
22,E,C,0.00243722325792
23,E,D,0.124921248399
24,E,F,0.0066660303459
25,F,A,0.0120254585951
26,F,B,0.0034805030583
27,F,C,0.00392346133593
28,F,D,0.00481244975196
29,F,E,0.0066660303459
