,Start,End,Attenuation
0,A,B,0.00688568704617
1,A,C,0.00754230744148
2,A,D,0.00450057116991
3,A,E,0.00796284724139
4,A,F,0.00619219563134
5,A,G,0.0097092254656
6,B,A,0.00688568704617
7,B,C,0.00779760506713
8,B,D,0.00294904200915
9,B,E,0.00187224323948
10,B,F,0.0072924240926
11,B,G,0.221888001276
12,C,A,0.00754230744148
13,C,B,0.00779760506713
14,C,D,0.0192550716925
15,C,E,0.00289591780563
16,C,F,0.680383911554
17,C,G,0.00788431458758
18,D,A,0.00450057116991
19,D,B,0.00294904200915
20,D,C,0.0192550716925
21,D,E,0.00334179019534
22,D,F,0.0189934092879
23,D,G,0.00305728999561
24,E,A,0.00796284724139
25,E,B,0.00187224323948
26,E,C,0.00289591780563
27,E,D,0.00334179019534
28,E,F,0.00257755605645
29,E,G,0.00220348314424
30,F,A,0.00619219563134
31,F,B,0.0072924240926
32,F,C,0.680383911554
33,F,D,0.0189934092879
34,F,E,0.00257755605645
35,F,G,0.00711917741644
36,G,A,0.0097092254656
37,G,B,0.221888001276
38,G,C,0.00788431458758
39,G,D,0.00305728999561
40,G,E,0.00220348314424
41,G,F,0.00711917741644
