,Start,End,Attenuation
0,A,B,0.00465906403035
1,A,C,0.00344242287338
2,A,D,0.00859112636703
3,A,E,0.0158002674775
4,A,F,0.00804388421968
5,A,G,0.005798175749
6,A,H,0.00384441603738
7,B,A,0.00465906403035
8,B,C,0.00307409453843
9,B,D,0.00831159935809
10,B,E,0.00247291725137
11,B,F,0.00182371262296
12,B,G,0.00149013793565
13,B,H,0.00566525531457
14,C,A,0.00344242287338
15,C,B,0.00307409453843
16,C,D,0.0017410285735
17,C,E,0.00161475694426
18,C,F,0.00434139461233
19,C,G,0.00333226685171
20,C,H,0.0359427618759
21,D,A,0.00859112636703
22,D,B,0.00831159935809
23,D,C,0.0017410285735
24,D,E,0.00744784418512
25,D,F,0.00207828695695
26,D,G,0.00175189071515
27,D,H,0.00231831525372
28,E,A,0.0158002674775
29,E,B,0.00247291725137
30,E,C,0.00161475694426
31,E,D,0.00744784418512
32,E,F,0.00416094116122
33,E,G,0.00369604957043
34,E,H,0.00172865669589
35,F,A,0.00804388421968
36,F,B,0.00182371262296
37,F,C,0.00434139461233
38,F,D,0.00207828695695
39,F,E,0.00416094116122
40,F,G,0.152125108517
41,F,H,0.00316709294006
42,G,A,0.005798175749
43,G,B,0.00149013793565
44,G,C,0.00333226685171
45,G,D,0.00175189071515
46,G,E,0.00369604957043
47,G,F,0.152125108517
48,G,H,0.00245016953232
49,H,A,0.00384441603738
50,H,B,0.00566525531457
51,H,C,0.0359427618759
52,H,D,0.00231831525372
53,H,E,0.00172865669589
54,H,F,0.00316709294006
55,H,G,0.00245016953232
