,Start,End,Attenuation
0,A,B,0.00178838945596
1,A,C,0.00253420814154
2,A,D,0.00350609792412
3,A,E,0.00225977158669
4,A,F,0.00388260313624
5,A,G,0.0054001623945
6,A,H,0.00527806006014
7,A,I,0.00273705977383
8,B,A,0.00178838945596
9,B,C,0.00361542306022
10,B,D,0.0218278668351
11,B,E,0.133240411429
12,B,F,0.0118084994523
13,B,G,0.00310019842382
14,B,H,0.00276409936153
15,B,I,0.00209693748717
16,C,A,0.00253420814154
17,C,B,0.00361542306022
18,C,D,0.00533095345809
19,C,E,0.00389538981811
20,C,F,0.00307097951813
21,C,G,0.0241864176082
22,C,H,0.0222389213492
23,C,I,0.0316376875358
24,D,A,0.00350609792412
25,D,B,0.0218278668351
26,D,C,0.00533095345809
27,D,E,0.0545957434548
28,D,F,0.0440105785052
29,D,G,0.00614512928289
30,D,H,0.00522294954627
31,D,I,0.00312055113278
32,E,A,0.00225977158669
33,E,B,0.133240411429
34,E,C,0.00389538981811
35,E,D,0.0545957434548
36,E,F,0.0234401566043
37,E,G,0.00371944413221
38,E,H,0.00327393593048
39,E,I,0.00229371069091
40,F,A,0.00388260313624
41,F,B,0.0118084994523
42,F,C,0.00307097951813
43,F,D,0.0440105785052
44,F,E,0.0234401566043
45,F,G,0.00394031252846
46,F,H,0.00347635189987
47,F,I,0.00212452989039
48,G,A,0.0054001623945
49,G,B,0.00310019842382
50,G,C,0.0241864176082
51,G,D,0.00614512928289
52,G,E,0.00371944413221
53,G,F,0.00394031252846
54,G,H,0.852137734162
55,G,I,0.0247870349767
56,H,A,0.00527806006014
57,H,B,0.00276409936153
58,H,C,0.0222389213492
59,H,D,0.00522294954627
60,H,E,0.00327393593048
61,H,F,0.00347635189987
62,H,G,0.852137734162
63,H,I,0.030962674363
64,I,A,0.00273705977383
65,I,B,0.00209693748717
66,I,C,0.0316376875358
67,I,D,0.00312055113278
68,I,E,0.00229371069091
69,I,F,0.00212452989039
70,I,G,0.0247870349767
71,I,H,0.030962674363
