,Start,End,Attenuation
0,A,B,0.00175404037995
1,A,C,0.00345552704608
2,A,D,0.00733408227062
3,A,E,0.00124955349952
4,A,F,0.0111336841944
5,B,A,0.00175404037995
6,B,C,0.0210680970216
7,B,D,0.00630536696428
8,B,E,0.00904507488047
9,B,F,0.00417072307594
10,C,A,0.00345552704608
11,C,B,0.0210680970216
12,C,D,0.0265447895178
13,C,E,0.00547790810897
14,C,F,0.0119912978486
15,D,A,0.00733408227062
16,D,B,0.00630536696428
17,D,C,0.0265447895178
18,D,E,0.00266169502238
19,D,F,0.111511515158
20,E,A,0.00124955349952
21,E,B,0.00904507488047
22,E,C,0.00547790810897
23,E,D,0.00266169502238
24,E,F,0.00200886113144
25,F,A,0.0111336841944
26,F,B,0.00417072307594
27,F,C,0.0119912978486
28,F,D,0.111511515158
29,F,E,0.00200886113144
