,Start,End,Attenuation
0,A,B,0.0415331748648
1,A,C,0.00418897513309
2,A,D,0.00292765492447
3,A,E,0.0970294934392
4,A,F,0.00371809120241
5,A,G,0.00162823685529
6,B,A,0.0415331748648
7,B,C,0.00836970932181
8,B,D,0.00262964413709
9,B,E,0.032875767166
10,B,F,0.00306668192077
11,B,G,0.001589869692
12,C,A,0.00418897513309
13,C,B,0.00836970932181
14,C,D,0.0022830510404
15,C,E,0.0037126095765
16,C,F,0.00225154226896
17,C,G,0.00173756780801
18,D,A,0.00292765492447
19,D,B,0.00262964413709
20,D,C,0.0022830510404
21,D,E,0.00212577036582
22,D,F,0.109343912013
23,D,G,0.0216646726278
24,E,A,0.0970294934392
25,E,B,0.032875767166
26,E,C,0.0037126095765
27,E,D,0.00212577036582
28,E,F,0.00260269751474
29,E,G,0.00127968364564
30,F,A,0.00371809120241
31,F,B,0.00306668192077
32,F,C,0.00225154226896
33,F,D,0.109343912013
34,F,E,0.00260269751474
35,F,G,0.0105796369
36,G,A,0.00162823685529
37,G,B,0.001589869692
38,G,C,0.00173756780801
39,G,D,0.0216646726278
40,G,E,0.00127968364564
41,G,F,0.0105796369
